ID; Name; link  
57;SERATIO — Ethereum-based platform that captures both financial and non-financial value transactions.;https://seratio-coins.world/
58;BIT LIFE AND TRUST — Automated insurance powered by blockchain technology.;http://www.bitlifeandtrust.com/
59;WINBOT — Autonomous trading and investing bot.;http://winbot.tech/winken/
60;CRYPTO APARTMENTS — Crowdfunding a residential building in Germany.;https://crypto-apartments.com/
61;PETSAFE — A token designed to protect and help pets.;https://www.petsafes.xyz/
62;HORIZON STATE — Democratic tools for the 21st century.;https://horizonstate.com/
63;STARMINE — On-demand datasets for machine learning & AI.;http://www.starmine.ai/
64;POWER GROUP — Multimedia streaming, digital marketing & information hub.;http://powergroup.tech/
65;FUNDCOIN — A private equity fund focused on the blockchain industry.;https://finles.capital/
66;ETHINO — The first and only ERC20 Ethereum casino.;https://www.ethino.com/
67;RHEA — A crypto-equity hybrid token enabling new types of trading.;http://rheatoken.io/
68;[NSFW] NOCTA — A worldwide platform for organizing sex leisure.;https://nocta.co/
69;CRYPTOPAY — Creating a seamless bridge between crypto and conventional assets.;https://ico.cryptopay.me/#about
70;FUNDOS (FOS) — Aiming to be the most powerful infrastructure for crypto investment.;https://www.fos.ai/index.html?channel=icoalert
71;SPACE — A next generation crowdfunding platform.;https://spaceico.io/
72;AERON — Blockchain solutions for aviation safety.;https://aeron.aero/
73;SMART BILLIONS — Aiming to create a multi-billion dollar blockchain lottery.;https://smartbillions.com/
74;GLOBAL METROLOGY PROJECT — Creating a network of metrology centers and tech clusters.;https://gmp.im/
75;CRYPTO ALIAS (PRE-SALE) — An alias system for complex blockchain addresses.;https://www.cryptoalias.io/
76;SOFEROX — Fee free system of trading / holding crypto.;http://www.soferox.com/
77;[NSFW] FAPCOIN — A cryptocurrency for online payments in the adult industry.;http://fapcoin.io/
78;ALEPH MARKET — A true peer-to-peer, blockchain-based marketplace.;http://alephmarket.io/
79;DIGIPULSE — An inheritance service for digital assets.;https://www.digipulse.io/
80;VALUS — A platform which will connect trademarks, retailers and customers.;https://valus.one/
81;THE CREDIT PROTOCOL — A token which enables transactions using the Credit Protocol.;https://blockmason.io/projects/ico/
82;LOCI — Distributed database for patent research, discovery, and licensing.;http://locipro.com/
83;FARAD — Token backed by the production of ultra-capacitors.;https://farad.energy/
84;AUTHOREON — Authorization, authentication, verification & certification in a decentralized network.;https://www.authoreon.io/
85;WOLK — Powering the next generation Internet with decentralized database services.;https://wolk.com/
86;FEEED — A new way to finance startups.;https://feeed.cc/
87;DECENTRALIZED COLLATERAL LOAN COIN — A platform for secured loans.;http://coinequity.io/
88;QUINTEK — A new platform for document verification.;http://token.quintek.org/
89;HIREMATCH — A decentralized blockchain employment marketplace.;http://hirematch.io/
90;SPARC — A web-based protocol for computational resources.;http://sparc.network/
91;BIBOX — An artificial intelligence (AI) digital asset transaction platform.;https://www.bibox365.com/
92;VALUE COIN — A crypto fund with a value based investment strategy.;https://www.valuecoinfund.com/
93;GOAL BONANZA — A blockchain based platform for football betting.;http://www.goalbonanza.com/
94;MAKE IT VIRAL — A new video sharing platform with token incentives.;https://www.miv.life/
95;KUMO — Blockchain based cloud computing platform.;https://www.kumocoin.com/
96;WEIGRATE COIN — A digital currency designed for users who value privacy and purpose.;https://www.wrtcoin.com/
97;REALT — Marketplace for real estate rentals, property listings and market services.;http://realt.uk/
98;ATLANT — Blockchain platform for tokenized real estate.;https://atlant.io/
99;BANNERCOIN — Promoting the use of crypto for website merchants.;https://www.bannerview.com/bannercoin/
100;ALDOIN — A cryptocurrency cloud mining company.;https://aldoin.com/crowdsale/
101;BURST IQ — A data storage solution for healthcare data.;http://www.burstiq.com/biq-token-crowdsale/
102;BIG DATA COIN — Monetize your own data.;http://bigdatacoin.one/
103;RIPTIDE COIN — Safe business banking for legal marijuana companies.;https://riptidecoin.com/
104;WU-TANG COIN — Crowdfunding the purchase of the secret album owned by Martin Shkreli.;https://www.wutangcoin.com/
105;AGADRO CRYPTO CROWDFUNDING — Asset & property management on the Ethereum blockchain.;https://www.agadrocrypto.com/
106;FTB — A new crypto platform for banking and investments.;http://ftb.fund/
107;DISLEDGER — Non-blockchain, distributed ledger for high volume transactions.;http://www.disledger.com/
108;HAZZA — Creating a global unified payment network.;https://hazza.network/
109;UPFIRING — Incentivized P2P file-sharing built on Ethereum.;https://www.upfiring.com/
110;DOVU — A transport protocol for mobility related decentralized apps.;https://www.dovu.io/
111;RED PILL COIN — A cryptocurrency aiming to be safer than fiat currency.;https://redpillcoin.com/
112;SPACIUM — The XR (VR/AR/MR) content creation incentive token.;https://spacium.io/
113;DALA TOKEN SALE — A financial platform for emerging markets.;https://tokensale.getwala.com/
114;AERO — A platform for enabling the drone superhighway.;https://aerotoken.com/
115;MONDO — A freelance marketplace for jobs and contract workers.;https://mondo.one/
116;KARMA TGE — The world’s first decentralized smart community network.;https://tge.karmainternational.com/
117;USHBACOIN — A next generation crypto trading platform.;https://ushba.io/
118;INDICOIN — A platform independent, autonomous social service dapp.;http://www.indicoin.org.in/
119;SQPAY — A platform for investing in real estate with crypto.;https://sqpay.io/
120;PROTOS — The first data driven crypto hedge fund.;https://protos.tokenhub.com/
121;BLOCKCHAIN BOARD OF DERIVATIVES — Decentralized derivatives trading platform.;http://www.bbod.io/
122;INSTACOIN — A lottery based on social networks like Instagram.;https://instacoin.pro/
123;BANKERA — Banking for the blockchain era.;https://bankera.com/
124;HEDGE PRO — A decentralized platform for hedging against cryptocurrency.;http://hedge.pro/english
125;MODOVIEW — A platform for creating enterprise Mixed Reality applications.;http://www.modoview.com/
126;COBALT COIN — A blockchain option for the metal, Cobalt.;http://cobalt-coin.one/en
127;TULIPTOKEN — Tip people in Tulips on Reddit and Twitter.;http://tuliptoken.com/
128;DENTACOIN — The first blockchain concept for the Global Dental Industry.;http://dentacoin.com/
129;UNICOIN — Aiming to be the first art-tech cryptocurrency.;http://www.saveunicoins.com/
130;ETHERPARTY FUEL — Create smart contracts across multiple blockchains.;https://ico.etherparty.io/
131;CUBIYAN — A new cryptocurrency aiming to be the best.;http://www.cubiyan.com/
132;DOME PLATFORM — Aiming to create a blockchain based, mesh WiFi network.;https://www.domeplatform.io/
133;FIZCAL — A decentralized accounting platform for cryptocurrencies.;https://fizcal.co/
134;SELFPAY — A cryptocurrency payment solution for sellers.;https://ico.selfpay.asia/
135;WANDX — Decentralized financial markets for the crypto-economy.;http://wandx.co/
136;COINDEX — Crypto market index that tracks the top 30 cryptocurrencies.;https://www.coindex.finance/
137;HUT34 / ENTROPY — Aiming to create a shared global super intelligence (AI).;https://hut34.io/
138;PAPYRUS — A decentralized ad ecosystem built on Ethereum.;https://papyrus.global/
139;DRAGONCHAIN — A business ready blockchain platform and ecosystem.;https://dragonchain.com/
140;PROXY — A hardware wallet with instant blockchain access.;http://www.proxycard.io/
141;AION NETWORK — A scalable, private, interoperable blockchain network.;https://aion.network/
142;VOTES — An international platform for voting.;http://votesplatform.com/
143;LEGAL / SMARTONE — Legal solutions for the crypto community.;https://smartone.legal/
144;IMMLA ROUND 2 — A decentralized multimodal transportation service.;https://ico.immla.io/#tokens-purchase
145;SHARE ESTATE — Cryptocurrency backed by real estate.;https://sharestate.io/
146;BITCONSCIOUS FOUNDATION — A decentralized charity platform.;http://www.bitconscious.org/
147;TMRRW — A real world, blockchain based, livable ecosystem in Los Angeles, CA.;https://www.tmrrw.org/
148;JELURIDA / IGNIS — The first child chain of blockchain platform Ardor.;https://www.jelurida.com/ico
149;RENDER TOKEN (RNDR) — Distributed GPU rendering on the blockchain.;https://www.rendertoken.com/
150;SRG (PRE-SALE) — An international loyalty program for online video games.;https://srg.io/
151;BIOPAYCOIN — Biometric fingerprint scanning security for your crypto wallet.;http://biopaycoin.com/
152;GUIDECTF — A benchmark index for the cryptocurrency market.;https://guidectf.com/
153;EMPHY — A decentralized blockchain lodging ecosystem.;https://emphy.io/
154;CRYPTO TICKETS — Blockchain based ticket sales platform.;http://crypto.tickets/
155;ALLOY — Real world rewards for virtual currencies.;https://alloy.rewards.network/
156;1WORLD ONLINE — An interactive platform for publishers and brands.;https://ico.1worldonline.com/
157;STRIM — A video streaming and sensor data gathering tool.;https://www.strim.me/
158;ZEPHYR — A reward token for a pegged cryptocurrency remittance network.;https://zephyr.bitspark.io/
159;BITCOIN SILVER — "Extending decentralized currency to the world.";https://bitcoinsilver.io/
160;WITCOIN — A platform for rewarding participants for sharing knowledge.;https://witcoin.io/
161;CHIMAERA — A blockchain based video gaming platform.;https://chimaera.io/
162;BOOSTEROID — A personal cloud computer available for everyone.;https://boosteroid.com/
163;EARTH TOKEN — A decentralized Natural Asset Exchange blockchain platform.;http://earth-token.com/
164;WORDCOIN — A cryptocurrency for a freelance marketplace.;https://wordcoin.io/
165;MODEX — A smart contract marketplace and app ecosystem.;https://www.modex.tech/
166;GOMINEWORLD — Aiming to create a smart fitness watch and app.;http://gomineworld.com/
167;ELITE 888 — Aiming to be the most exclusive ERC20 token.;https://elite888.com/
168;QUANTSTAMP — A decentralized smart contract security platform.;https://quantstamp.com/
169;U.CASH — Combining cash with digital currencies.;https://u.cash/
170;ICE ROCK MINING — A cryptocurrency mining farm built on a cold mountain.;http://icerockmining.io/
171;MOBIUS — Aiming to connect every developer to the blockchain ecosystem.;https://mobius.network/
172;SLOT — A truly decentralized gambling game on the Ethereum blockchain.;http://slot.network/
173;PIXIU — A self-described, "Ethereum-based lucky charm.";https://www.pixiulife.com/
174;FTCOIN — Aiming to create a decentralized investing and trading system.;https://ftcoin.io/en
175;DS PLUS — A cryptocurrency meant for business payments.;https://pluscoin.io/
176;STARBASE — Global multi-currency crowdfunding platform.;https://starbase.co/crowdsale
177;AKM GLOBAL — A worldwide network of bio food restaurants utilizing blockchain tech.;https://akminvest.com/
178;ONE MEET ONE LOVE — A series of blockchain based dating apps.;https://onemeetonelove.com/
179;BITBOOST — A blockchain based marketplace built on Ethereum.;https://www.bitboost.net/
180;OPEN LONGEVITY PROJECT — Clinical trials of aging therapies.;http://en.openlongevity.io/
181;AIRSWAP — A protocol for P2P trading of Ethereum tokens.;https://www.airswap.io/
182;ETHERSPORTZ — An Ethereum-based eSports video game tournament platform.;https://ethersportz.com/
183;ALTOCAR — A personalized taxi aggregator similar to Uber.;https://altocar-ico.com/en
184;MILLION BITCOIN CASH — A fork of the Bitcoin network with lower fees and faster block times.;https://www.millionbitcoincash.org/
185;GIZER — A global video gaming network.;https://tokensale.gizer.io/
186;QVOLTA — A p2p crypto exchange that uses local payment methods.;https://qvolta.com/
187;DR. OSS COIN — Aiming to protect the future with secure computing and informed youth.;https://docco.in/
188;BITINDIA — A crypto wallet and exchange for the streets of India.;https://bitindia.co/
189;REDEMPTION TECHNOLOGIES — Aiming to disrupt the local merchant cryptocurrency payment business.;https://redemption.cloud/
190;KITEX — A decentralized, global, private ecommerce platform.;https://kitex.io/
191;ESCROCO — Financial escrow and insurance services.;https://escroco.co/
192;FINTAB — An accounting system for cryptocurrency portfolios.;http://fintab.io/
193;ELOPLAY — A blockchain based eSports platform for creating tournaments.;https://ico.eloplay.com/en.html
194;SGA CONSULTING — A fully automated service providing trading recommendations.;http://sgaico.com/en/index.php
195;MALER GRUPP — A renovation and construction company operating in the Russian Federation.;http://maler-ico.com/
196;SMOKE EXCHANGE — A self-serve advertising platform for the marijuana industry.;https://smokeexchange.com/
197;HOQU — A decentralized affiliate platform.;https://www.hoqu.io/
198;SUPERNEUM — Decentralized poker and decentralized video sharing app.;http://claim.superdao.io/
199;ASTRA — Aiming to build a global supercomputer to combat disease.;http://www.astranetix.com/
200;STATER — A crypto market network for P2P and P2B transactions.;https://statercoin.io/
201;BETRIUM — A decentralized, global sports betting platform.;http://betrium.co/
202;IMPACTPPA — A new decentralized utility company.;http://www.impactppa.com/
203;QUICKBETCOIN — Decentralized sports betting platform built on Ethereum.;https://www.quickbetcoin.com/
204;MATRYX — Crowdsourced science on the Ethereum blockchain.;http://matryx.ai/
205;PONSUMER — A unified technological infrastructure for sellers and buyers.;http://ponsumer.com/
206;VIULY — Blockchain-based video sharing platform.;https://viuly.com/
207;EROSCOIN — New platform for enhancing payment & remittance systems.;https://eroscoin.org/
208;MUNCHEE — A decentralized food review social media platform.;https://www.token.munchee.io/
209;BATTLE OF TITANS — Funding a mobile PvP arena video game.;https://battletitans.io/en/
210;TOKENLAB — A complete ICO creation and management platform.;https://www.tokenlab.io/
211;EGGS DATACENTER — A self-described, "distributed data center with blockchain defense.";http://eggsdc.com/en/ico
212;BITPROPERTY / BTP — A platform for buying revenue generating property.;https://btptoken.io/en/
213;ROBOMED NETWORK — A blockchain network for healthcare providers and patients.;https://robomed.io/
214;PALLY — A decentralized social travel ecosystem.;https://www.pally.co/
215;E-CHAT — A decentralized messenger with a crypto wallet and possibilities for additional income.;https://ico.echat.io/?utm_source=icoalert&utm_medium=bn&utm_campaign=1
216;V-COINS GLOBAL — A blockchain that interacts with the real world.;http://v-coins-ico.com/
217;BLOCKCHAIN FINANCIAL — A sophisticated smart investment boutique built on Ethereum.;http://blockchainfinancial.io/
218;RELEX — A cryptocurrency for crowdsourced real estate development.;https://www.relex.io/
219;CREDEROOM — A global credit and lending platform.;https://www.crederoom.com/
220;COPY TRADER — An Ethereum dApp that allows you to copy the crypto trades of others.;https://copycrypto.trade/
221;JINCOR — Genuinely simple smart contracts and cryptocurrency transactions for any business.;http://ico.jincor.com/
222;TRADOVE — A token-based B2B marketing, sales, and trade platform.;https://bbcoin.tradove.com/
223;BITAIR — Aiming to revolutionize payments in the travel industry.;https://bitair.io/
224;ACUITTY — Global B2B services exchange powered by smart contracts.;https://www.acuitty.io/
225;BIT-X — A decentralized cryptocurrency trading platform.;https://bit-x.io/
226;ZAVODCOIN — Tokenizing the production of a pipe rolling plant.;https://zavodcoin.com/
227;ANACOIN — Mapping global knowledge and making it accessible through Ethereum.;https://ananas.org.uk/
228;B2BX — A cryptocurrency exchange aggregator for institutional clients.;https://www.b2bx.pro/
229;MEGA X — A retail platform and network with spendable tokens.;https://www.megax.io/
230;COPICO — A PoS / masternode cryptocurrency focused on privacy.;http://www.copico.io/
231;SILKOS — A decentralized, encrypted marketplace for cryptocurrencies.;http://silkos.io/
232;TALENTER — A blockchain based platform for sourcing talent.;http://www.talenter.io/
233;UPTOKEN — Aiming to put a crypto ATM on every corner.;https://uptoken.org/
234;CIRCLES PROJECT — The social currency of the internet for content creators and consumers.;https://circlesproject.io/
235;FIDCOM — A decentralized investment company.;https://fidcom.net/
236;CAJUTEL — Solar powered high speed internet for West Africa.;http://www.cajutel.gw/
237;RAIDEN NETWORK — Fast, cheap, scalable token transfers for Ethereum.;https://raiden.network/
238;MICROMONEY — An open-source credit and big data bureau.;https://micromoney.io/
239;ORIO — A smart, multi-cryptocurrency payment platform.;https://www.orio.io/
240;MFV — A global single sign-on and data exchange.;https://www.mfv.io/
241;[NSFW] PCC — An advanced platform for adult entertainment services.;https://pccico.com/
242;VUEPAY — A direct advertising platform built on Ethereum.;http://vuepay.co/
243;COINTED — Building a bridge between the crypto world and the real world.;http://www.cointedtoken.com/
244;MEDIBOND — A blockchain based healthcare platform.;https://medibond.io/
245;STORM TOKEN — A marketplace for gamified micro-tasks.;https://stormtoken.com/
246;LYDIAN — An intelligent marketing platform for the blockchain community.;https://lydian.io/
247;BICO — Aiming to create the ultimate ICO guidebook.;http://bico.me/
248;ZAP STORE — Democratizing data access through a data marketplace.;https://zap.store/
249;SYNAPSE — AI (artificial intelligence) economies on the blockchain.;https://synapse.ai/
250;FEENIX — A private, decentralized torrent and P2P network built on the Ethereum blockchain.;http://feenix.tech/
251;SMART PROGRESS — A complex tool for tracking and achieving goals.;https://ico.smartprogress.do/
252;TECHBENCH — A social media platform with interactive crowdfunding and employment solutions.;https://techbench.me/
253;DENTALFIX — Blockchain platform for dental clinics and supply chain.;http://www.che-ss.com/dentalfix-ico/
254;WHA PROJECT — A complete blockchain based healthcare solution.;https://whaproject.com/
255;BFREE TOKEN — Raising funding for an indoor skydiving facility.;https://bfreecoin.io/
256;MULTIBOT — A multi-functional, multi-threaded trading platform in the cloud.;https://multibot.io/
257;IC3 CUBES — A token tied to the market price of gold.;http://www.ic3cubes.com/
258;COINBET — A smart contract based lottery built on Ethereum.;http://www.coin-bet.bet/
259;PYLON NETWORK — Decentralized energy exchange for renewable energy.;http://pylon-network.org/
260;LWF — A decentralized logistics platform.;https://www.lwf.io/en
261;EZMARKET — A decentralized, blockchain based marketplace.;https://ezmarket.io/
262;WHITE CITY — A decentralized crypto city aiming to be built in Cyprus.;http://www.cryptoshare.co/
263;GLOCAL — An educational gateway built on the Waves blockchain.;https://www.projectglocal.org/
264;MONEY REBEL — All-in-one fiat & crypto financial service platform, utilizing PSD2 EU directive.;https://moneyrebel.io/
265;EVERUM — An existing online casino looking to expand.;https://ts.everumgroup.com/
266;QAAZQAAZ — An influencer marketing blockchain ecosystem.;http://ico.qaazqaaz.com/
267;QURITO — A new platform for sharing knowledge.;http://www.qurito.io/
268;KARMA — A peer-to-peer interchange blockchain protocol.;https://karma.red/
269;TRIPALLY — A platform with services for international travelers.;https://tripally.co/
270;PRIDECOIN — A decentralized social network for the LGBT community.;https://prideco.in/
271;CRYPTAUR — Aiming to disrupt traditional commerce channels with blockchain tech.;https://cryptaur.com/
272;WCX — A global, low-cost digital currency exchange.;https://wcex.co/
273;RAACOIN — A shipping and logistics company in Calgary, Canada.;https://renaissanceandaction.com/ico
274;RENDER PAYMENT — A solution for high risk merchant payments.;https://www.renderpayment.com/
275;GAME.COM — Creating basic services for the global gaming industry.;http://www.game.com/
276;RELAKES — Raising funding for the production of vaporizers.;https://relakes.com/
277;MITHRIL ORE — A cryptocurrency backed by Ethereum preparing for PoS.;https://www.mithrilore.io/
278;UDIAR — Blockchain-based marketplace of intellectual property turnover.;https://udiar.io/
279;MEDCREDITS — A decentralized platform for connecting doctors with patients.;https://medcredits.io/
280;ARMOR CERAMICS — A blockchain-based manufacturing project for the heavy industry.;http://armorceramics.co/
281;ALTTRADEX — A new cryptocurrency trading platform.;http://www.alttradex.com/
282;OUR INTEREST — An investment management solution.;https://www.ourinterest.org/ico
283;SASKE — A decentralized blockchain social connectivity platform.;http://www.saske.io/
284;WHIZZ COIN — A cryptocurrency investment and payment platform.;http://whizzcoin.com/
285;CHRIST COIN CROWDFUNDING — Aiming to meet the spiritual needs of all people.;http://christcoins.io/
286;ANNA SMART MIRROR — Aiming to create an IoT connected smart mirror.;https://ico.anna-mirror.com/
287;ZEELCOIN — An ERC20 (Ethereum) token for accessing the ZeelMarket.;https://www.zeelcoin.org/
288;LENDINGSTAR EXCHANGE — A blockchain based invoice exchange.;https://crowdsale.lendingstar.com/
289;PROJECT ARTEFACT — An epic scale text based sci-fi adventure game.;http://www.projectartefact.com/
290;CLIMATECOIN — Use cryptocurrency to fight against climate change.;http://climatecoin.io/
291;ARNA PANACEA — Blockchain infrastructure for healthcare and medical R&D.;https://token.arnagenomics.com/
292;VERIFY UNION — A decentralized platform for digital identity verification and trust validation.;https://www.verifyunion.io/
293;ATERIOUS — An autonomous AI blockchain B2B network.;https://aterious.com/
294;SUN MULTIWALLET — A free mobile wallet for storing multiple cryptocurrencies.;https://www.sunmultiwallet.com/
295;STASH — Easy, instant, private, digital money for everyone.;https://www.stashpay.io/
296;BLOCKSALE — AML / KYC compliant international presale buying portal.;http://www.blocksale.io/
297;CROWDCOIN — A new mineable cryptocurrency aiming to stabilize the crypto market.;http://mqtcrypto.com/
298;DEEP GOLD — A virtual world powered by blockchain tech.;https://deep.gold/
299;A-TOKEN — A cryptocurrency token index.;https://a-token.io/
300;BCSHOP — A platform for selling digital products and services on Ethereum.;https://bcshop.io/
301;ILCOIN — A self-described, "modern alternative to Bitcoin".;https://ilcoincrypto.com/
302;BITUNICORN — A general platform for real-time end-to-end decentralized applications.;https://www.bitunicom.com/
303;PROSENSELIVE — A global decentralized platform for VR content distribution.;https://ico.prosense.tv/
304;COOONET — A cryptocurrency for worldwide multipurpose online service exchange platform.;https://www.cooocoin.com/
305;PAYPEREX — An alternative share market built on blockchain tech.;https://payperex.com/
306;MINIAPPS.PRO — Artificial intelligence (AI) & blockchain powered chatbot platform.;https://tokens.miniapps.pro/
307;COINSOPEN — A privacy-oriented P2P cryptocurrency exchange.;https://coinsopen.com/
308;ACEBUSTERS — A decentralized poker platform on the Ethereum blockchain.;http://www.acebusters.com/crowdsale
309;MITIO — A platform for decentralized medical interpreter training.;http://www.mitio.org/
310;IMPRINTA — A global decentralized high quality color printer sharing service.;https://prints.network/
311;KEVIN — A cryptocurrency banking platform and network.;https://www.getkevin.io/
312;SAAVCOIN — A cryptocurrency that powers a virtual world.;https://www.saavcoin.com/
313;SALT COIN — Commodity cryptocurrency based on real salt mining.;http://saltcoin.io/
314;TOKENDESK — A platform for direct participation in ICOs.;https://www.tokendesk.io/
315;COVESTING — A cryptocurrency platform for copying the trades of others.;https://covesting.io/
316;VIDEOBLOG.IO — A platform for creating videoblogs for business and hobby.;https://videoblog.io/en/app/ico/1
317;ARBITRAGE CRYPTO TRADER — A desktop trading terminal for convenient arbitrage trading.;https://arbitragect.com/en/
318;AB-CHAIN — An advertising platform for companies launching ICOs.;https://ab-chain.com/
319;BITETHER — A new cryptocurrency built on top of CounterParty.;http://www.bitether.org/
320;LYNX NETWORK — Aiming to solve the biggest problems facing networking and business.;https://www.lynxnetwork.org/
321;EXXOR — Aiming to connect every device in a single network.;http://exxor.org/
322;ADSHARES — Decentralized marketplace for programmatic advertising.;https://adshares.net/?utm_source=icoalert
323;DIGITX — A protocol for the decentralized AI and robotics community.;http://www.digitx.io/
324;SPOTREE — A platform that dramatically minimizes security breaches.;https://spotree.com/
325;WEBCOIN — Peer-to-peer web and social media exchange services.;https://webcoin.today/
326;DFS — A decentralized daily fantasy sports platform.;https://dfstoken.com/
327;NEBEUS — A blockchain platform for banking, lending, and more.;http://nebeus.com/ico
328;CHAINTRADE — A futures and options market for food and raw materials.;https://chaintrade.net/
329;ACQUAINT — A decentralized, online directory marketplace.;http://www.acquaint.biz/
330;SINE — A cryptocurrency-based music streaming service.;https://sine.media/
331;WARDZ — Reward customers for being physically present in your business.;https://wardz.cc/
332;BTCWALL — A centralized company offering to store your Bitcoin.;http://btcwall.io/
333;CRYPTO IMPROVEMENT FUND — A community project to fund awareness of cryptocurrency.;https://cryptoimprovementfund.io/
334;NEUROMATION — Distributed synthetic data platform for deep learning applications.;http://neuromation.io/en/
335;CRAZY SHAPES — A video gaming universe with a unique history.;https://www.icocrazyshapes.com/
336;AAA COIN — A hybrid proof of work / proof of stake blockchain.;http://aaacoin.us/
337;MOLDCOIN — A fair and secure distributed gaming platform.;https://moldcoin.jp/index_en.html
338;RILCOIN — A cryptocurrency based asset management system.;http://rilcoin.io/
